site,case_id,case_group,period,method,horizon,n,nwis,nmae,coverage50,coverage80,coverage90,nwidth90,events
reserve10,irradiance_only,primary,evaluation,physical_availability,2,3959,0.05255999296142645,0.09095163809687808,0.5114928012124274,0.8113159888860824,0.9095731245263956,0.4100304791315385,47
reserve10,irradiance_only,primary,evaluation,physical_availability,3,3959,0.058455557821688466,0.10398951255199428,0.5066936094973478,0.8082849204344531,0.9103308916393028,0.4376011721791096,47
reserve10,irradiance_only,primary,evaluation,physical_availability,4,3959,0.06143425014785963,0.11124857054621355,0.5029047739328113,0.8120737559989897,0.9078050012629452,0.4459732592082453,47
reserve10,irradiance_only,primary,evaluation,physical_recovery,1,3959,0.03942793691419063,0.06488518399515,0.5092194998737055,0.8130841121495327,0.9113412477898459,0.3150982523531492,47
reserve10,irradiance_only,primary,evaluation,physical_recovery,2,3959,0.052565724169781065,0.09095163809687808,0.5127557464006062,0.8135892902248042,0.9136145491285678,0.4114387793849522,47
reserve10,irradiance_only,primary,evaluation,physical_recovery,3,3959,0.05846697089010276,0.10398951255199428,0.5071987875726194,0.8123263450366254,0.9118464258651174,0.4383996377142669,47
reserve10,irradiance_only,primary,evaluation,physical_recovery,4,3959,0.06145657671387508,0.11124857054621355,0.5039151300833544,0.8133367011871685,0.9070472341500379,0.446669962209662,47
reserve10,irradiance_only,primary,evaluation,previous_day,1,3959,0.10109003444500297,0.15702112509175145,0.4839605961101288,0.7779742359181612,0.8777469057842889,0.6562651621509797,47
reserve10,irradiance_only,primary,evaluation,previous_day,2,3959,0.10143702157451114,0.15842476707325231,0.4922960343521091,0.7847941399343269,0.8827986865370043,0.673305479169636,47
reserve10,irradiance_only,primary,evaluation,previous_day,3,3959,0.10172901997397807,0.15942717353543462,0.49431674665319525,0.7918666329881283,0.893912604192978,0.6922869288415332,47
reserve10,irradiance_only,primary,evaluation,previous_day,4,3959,0.10235468527069501,0.16041557552968522,0.49355897954028793,0.7959080575903006,0.8949229603435211,0.7027287262954208,47
reserve10,irradiance_only,primary,evaluation,raw,1,3959,0.03973585430574005,0.06488518399515,0.4205607476635514,0.7112907299823188,0.8588027279616065,0.29677497074615344,47
reserve10,irradiance_only,primary,evaluation,raw,2,3959,0.053237340308326705,0.09095163809687808,0.3932811315988886,0.6870421823692852,0.8264713311442283,0.3835803242896314,47
reserve10,irradiance_only,primary,evaluation,raw,3,3959,0.05928551750499185,0.10398951255199428,0.37559989896438495,0.6756756756756757,0.8234402626925992,0.40353690613389603,47
reserve10,irradiance_only,primary,evaluation,raw,4,3959,0.0622540981706259,0.11124857054621355,0.37635766607729226,0.6716342510735034,0.8209143723162414,0.4089219037760534,47
reserve10,irradiance_only,primary,evaluation,recency,1,3959,0.039558581280047786,0.06488518399515,0.5054306643091689,0.8022227835311947,0.9042687547360445,0.3096359952614202,47
reserve10,irradiance_only,primary,evaluation,recency,2,3959,0.05274893655271625,0.09095163809687808,0.5114928012124274,0.8039909067946451,0.9014902753220511,0.4048428396891532,47
reserve10,irradiance_only,primary,evaluation,recency,3,3959,0.05862986394109663,0.10398951255199428,0.5074513766102551,0.801970194493559,0.9009850972467794,0.43254433609228604,47
reserve10,irradiance_only,primary,evaluation,recency,4,3959,0.06161859454195366,0.11124857054621355,0.5008840616317252,0.8024753725688305,0.8987117959080576,0.4409878942200144,47
reserve10,irradiance_only,primary,evaluation,rolling,1,3959,0.03956563241621953,0.06488518399515,0.5084617327607982,0.8027279616064663,0.9062894670371305,0.3087690611631453,47
reserve10,irradiance_only,primary,evaluation,rolling,2,3959,0.05276734953042292,0.09095163809687808,0.5114928012124274,0.8014650164182875,0.9002273301338722,0.40467070502850094,47
reserve10,irradiance_only,primary,evaluation,rolling,3,3959,0.05864180920414172,0.10398951255199428,0.5079565546855267,0.8007072493053802,0.9014902753220511,0.43273855559166174,47
reserve10,irradiance_only,primary,evaluation,rolling,4,3959,0.061610995399302614,0.11124857054621355,0.5013892397069967,0.8014650164182875,0.9007325082091437,0.44075591803724284,47
reserve10,irradiance_only,primary,evaluation,single_imputation,1,3959,0.045645834485536205,0.06894784940098966,0.6228845668098004,0.8103056327355392,0.8658752210154079,0.25853539779620055,47
reserve10,irradiance_only,primary,evaluation,single_imputation,2,3959,0.0608109014686851,0.09498469082642129,0.5486233897448851,0.7610507703965648,0.8322808790098509,0.3125194054548662,47
reserve10,irradiance_only,primary,evaluation,single_imputation,3,3959,0.0677968879013337,0.10565563033822459,0.5299318009598384,0.7385703460469816,0.8176307148269765,0.33243294899348874,47
reserve10,irradiance_only,primary,evaluation,single_imputation,4,3959,0.07237590099190835,0.11272474051577967,0.5167971710027784,0.7266986612781006,0.8060116190957313,0.34523220378420966,47
reserve10,irradiance_only,primary,warmup,aci_bounded,1,286,0.04389403646498543,0.07293320402879681,0.458041958041958,0.7447552447552448,0.8951048951048951,0.35001786441322,4
reserve10,irradiance_only,primary,warmup,aci_bounded,2,286,0.06325788746149458,0.11143080929221852,0.45454545454545453,0.7587412587412588,0.8986013986013986,0.4900123346758813,4
reserve10,irradiance_only,primary,warmup,aci_bounded,3,286,0.07375453932993045,0.1364442379109076,0.5104895104895105,0.7902097902097902,0.9020979020979021,0.5145864473343786,4
reserve10,irradiance_only,primary,warmup,aci_bounded,4,286,0.07826432434911694,0.14764142093087348,0.5104895104895105,0.7447552447552448,0.8531468531468531,0.517739677483198,4
reserve10,irradiance_only,primary,warmup,carry_forward,1,286,0.051248642892357324,0.08614894346409709,0.38461538461538464,0.6923076923076923,0.8636363636363636,0.39826556474186636,4
reserve10,irradiance_only,primary,warmup,carry_forward,2,286,0.06774996976285778,0.11902518229576631,0.33916083916083917,0.6468531468531469,0.8286713286713286,0.48045543670152235,4
reserve10,irradiance_only,primary,warmup,carry_forward,3,286,0.0761449525208634,0.13781329264699066,0.35664335664335667,0.6293706293706294,0.7867132867132867,0.49524485384935113,4
reserve10,irradiance_only,primary,warmup,carry_forward,4,286,0.08047057478540673,0.14666651884745888,0.33916083916083917,0.6118881118881119,0.7587412587412588,0.4966225205262081,4
reserve10,irradiance_only,primary,warmup,geometric_persistence,1,286,0.05129473326171633,0.0805771639079057,0.44755244755244755,0.8111888111888111,0.8881118881118881,0.37541977702652246,4
reserve10,irradiance_only,primary,warmup,geometric_persistence,2,286,0.07884261650912479,0.13143002178215413,0.479020979020979,0.7937062937062938,0.8916083916083916,0.5211883134657005,4
reserve10,irradiance_only,primary,warmup,geometric_persistence,3,286,0.09794926037014834,0.17605379113490294,0.45104895104895104,0.7972027972027972,0.9055944055944056,0.6400954187406485,4
reserve10,irradiance_only,primary,warmup,geometric_persistence,4,286,0.11403349031942467,0.21669128038791158,0.45454545454545453,0.7972027972027972,0.8951048951048951,0.6838214596160992,4
reserve10,irradiance_only,primary,warmup,mask50,1,286,0.04390328035605772,0.07293320402879681,0.46503496503496505,0.7587412587412588,0.8986013986013986,0.3526021925345663,4
reserve10,irradiance_only,primary,warmup,mask50,2,286,0.06323435031428053,0.11143080929221852,0.4370629370629371,0.7587412587412588,0.9020979020979021,0.49352097745880913,4
reserve10,irradiance_only,primary,warmup,mask50,3,286,0.07375954549390262,0.1364442379109076,0.493006993006993,0.7727272727272727,0.8986013986013986,0.5164858123813918,4
reserve10,irradiance_only,primary,warmup,mask50,4,286,0.07828368780992094,0.14764142093087348,0.4965034965034965,0.7377622377622378,0.8496503496503497,0.5194792328583215,4
reserve10,irradiance_only,primary,warmup,mi_recency,1,286,0.04629670299592157,0.0749888628777898,0.5664335664335665,0.8146853146853147,0.9055944055944056,0.31366084441059133,4
reserve10,irradiance_only,primary,warmup,mi_recency,2,286,0.06462734929551399,0.11032510388287103,0.48951048951048953,0.8041958041958042,0.8811188811188811,0.42222877116182367,4
reserve10,irradiance_only,primary,warmup,mi_recency,3,286,0.0769696538678684,0.13275530233392188,0.4825174825174825,0.7762237762237763,0.8601398601398601,0.5037054722844692,4
reserve10,irradiance_only,primary,warmup,mi_recency,4,286,0.08335233018828037,0.14512381834966456,0.5034965034965035,0.7552447552447552,0.8706293706293706,0.5295265728568624,4
reserve10,irradiance_only,primary,warmup,multiple_imputation,1,286,0.046709937146615775,0.0749888628777898,0.5769230769230769,0.7867132867132867,0.8566433566433567,0.2590431245365062,4
reserve10,irradiance_only,primary,warmup,multiple_imputation,2,286,0.06690956100564215,0.11032510388287103,0.4405594405594406,0.6958041958041958,0.8076923076923077,0.3157454543357793,4
reserve10,irradiance_only,primary,warmup,multiple_imputation,3,286,0.08144374623557761,0.13275530233392188,0.3741258741258741,0.6468531468531469,0.7622377622377622,0.3378466184549784,4
reserve10,irradiance_only,primary,warmup,multiple_imputation,4,286,0.08961044057257558,0.14512381834966456,0.36013986013986016,0.5979020979020979,0.7097902097902098,0.3527948111579616,4
reserve10,irradiance_only,primary,warmup,persistence,1,286,0.07273404812976457,0.12889964607111637,0.5594405594405595,0.8041958041958042,0.916083916083916,0.47000029463765397,4
reserve10,irradiance_only,primary,warmup,persistence,2,286,0.10987862373076328,0.21317118297015483,0.5244755244755245,0.8216783216783217,0.8776223776223776,0.6638040476632742,4
reserve10,irradiance_only,primary,warmup,persistence,3,286,0.13221396898655288,0.27126033851721193,0.48951048951048953,0.7902097902097902,0.8846153846153846,0.7675209362431838,4
reserve10,irradiance_only,primary,warmup,persistence,4,286,0.14110218527964224,0.30405758958125206,0.486013986013986,0.8181818181818182,0.8916083916083916,0.8051160081486222,4
reserve10,irradiance_only,primary,warmup,physical,1,286,0.04389026455637118,0.07293320402879681,0.46853146853146854,0.7657342657342657,0.9090909090909091,0.35480877358338136,4
reserve10,irradiance_only,primary,warmup,physical,2,286,0.06318476928433676,0.11143080929221852,0.45104895104895104,0.7587412587412588,0.9125874125874126,0.49476791645428453,4
reserve10,irradiance_only,primary,warmup,physical,3,286,0.07369385606888569,0.1364442379109076,0.5104895104895105,0.7832167832167832,0.8986013986013986,0.5189080388452393,4
reserve10,irradiance_only,primary,warmup,physical,4,286,0.07830284458893391,0.14764142093087348,0.5034965034965035,0.7552447552447552,0.8601398601398601,0.5226128264286771,4
reserve10,irradiance_only,primary,warmup,physical_availability,1,286,0.043894421808991925,0.07293320402879681,0.46853146853146854,0.7727272727272727,0.9055944055944056,0.35596891818730064,4
reserve10,irradiance_only,primary,warmup,physical_availability,2,286,0.06316332270336851,0.11143080929221852,0.44405594405594406,0.7622377622377622,0.9125874125874126,0.4957790680431556,4
reserve10,irradiance_only,primary,warmup,physical_availability,3,286,0.0737206776907407,0.1364442379109076,0.5,0.7797202797202797,0.8916083916083916,0.5199720077891089,4
reserve10,irradiance_only,primary,warmup,physical_availability,4,286,0.07836751972419269,0.14764142093087348,0.5,0.7447552447552448,0.8566433566433567,0.5226942482553725,4
reserve10,irradiance_only,primary,warmup,physical_recovery,1,286,0.043900479267916466,0.07293320402879681,0.46503496503496505,0.7832167832167832,0.9055944055944056,0.35499852807117754,4
reserve10,irradiance_only,primary,warmup,physical_recovery,2,286,0.06317311907425378,0.11143080929221852,0.46503496503496505,0.7657342657342657,0.9125874125874126,0.4948167948029636,4
reserve10,irradiance_only,primary,warmup,physical_recovery,3,286,0.0736959500452364,0.1364442379109076,0.5,0.7762237762237763,0.9020979020979021,0.5205737574439002,4
reserve10,irradiance_only,primary,warmup,physical_recovery,4,286,0.07849792460124028,0.14764142093087348,0.493006993006993,0.7552447552447552,0.8636363636363636,0.5300278533782522,4
reserve10,irradiance_only,primary,warmup,previous_day,1,286,0.1196394734008365,0.18443303204295702,0.3006993006993007,0.6258741258741258,0.8076923076923077,0.5582789159733496,4
reserve10,irradiance_only,primary,warmup,previous_day,2,286,0.11851716458505036,0.18464018180829586,0.3006993006993007,0.6398601398601399,0.8181818181818182,0.5792188746342198,4
reserve10,irradiance_only,primary,warmup,previous_day,3,286,0.11770556337817688,0.18464699880171911,0.3006993006993007,0.6468531468531469,0.8356643356643356,0.6007625293888402,4
reserve10,irradiance_only,primary,warmup,previous_day,4,286,0.11732130149844201,0.1846477818379537,0.3006993006993007,0.6538461538461539,0.8356643356643356,0.6063743993631369,4
reserve10,irradiance_only,primary,warmup,raw,1,286,0.04400410632032546,0.07293320402879681,0.38461538461538464,0.7062937062937062,0.8846153846153846,0.3446948739708431,4
reserve10,irradiance_only,primary,warmup,raw,2,286,0.06366678140145623,0.11143080929221852,0.33916083916083917,0.6153846153846154,0.8531468531468531,0.478963868388946,4
reserve10,irradiance_only,primary,warmup,raw,3,286,0.07426525744083955,0.1364442379109076,0.3776223776223776,0.5909090909090909,0.7972027972027972,0.4915512057010025,4
reserve10,irradiance_only,primary,warmup,raw,4,286,0.07900393727832807,0.14764142093087348,0.38461538461538464,0.5804195804195804,0.7727272727272727,0.4967750605122053,4
reserve10,irradiance_only,primary,warmup,recency,1,286,0.04390085733875234,0.07293320402879681,0.46503496503496505,0.7482517482517482,0.8986013986013986,0.3511155937519325,4
reserve10,irradiance_only,primary,warmup,recency,2,286,0.06323776741036868,0.11143080929221852,0.44755244755244755,0.7552447552447552,0.8951048951048951,0.49079755326547636,4
reserve10,irradiance_only,primary,warmup,recency,3,286,0.07373903463315523,0.1364442379109076,0.5,0.7762237762237763,0.8986013986013986,0.5143184556658755,4
reserve10,irradiance_only,primary,warmup,recency,4,286,0.0783010387410264,0.14764142093087348,0.5034965034965035,0.7412587412587412,0.8496503496503497,0.5188869818548526,4
reserve10,irradiance_only,primary,warmup,rolling,1,286,0.04391310636245185,0.07293320402879681,0.458041958041958,0.7412587412587412,0.8951048951048951,0.3500162465623719,4
reserve10,irradiance_only,primary,warmup,rolling,2,286,0.06325731564981785,0.11143080929221852,0.43356643356643354,0.7552447552447552,0.8951048951048951,0.48896125524747047,4
reserve10,irradiance_only,primary,warmup,rolling,3,286,0.07372075803858999,0.1364442379109076,0.5104895104895105,0.7832167832167832,0.8986013986013986,0.5130725100715108,4
reserve10,irradiance_only,primary,warmup,rolling,4,286,0.07826991462775552,0.14764142093087348,0.5104895104895105,0.7377622377622378,0.8426573426573427,0.5148562365879975,4
reserve10,irradiance_only,primary,warmup,single_imputation,1,286,0.04724489960396562,0.07547480169380426,0.5734265734265734,0.7902097902097902,0.8566433566433567,0.25624848798627153,4
reserve10,irradiance_only,primary,warmup,single_imputation,2,286,0.06703515901732664,0.10985933070813839,0.44755244755244755,0.6923076923076923,0.8076923076923077,0.3127286656597601,4
reserve10,irradiance_only,primary,warmup,single_imputation,3,286,0.08185316155848432,0.13281497035879392,0.3741258741258741,0.6363636363636364,0.7517482517482518,0.3355282041755095,4
reserve10,irradiance_only,primary,warmup,single_imputation,4,286,0.09038889596483489,0.14570834069527808,0.36013986013986016,0.5979020979020979,0.7097902097902098,0.3516916054369499,4
reserve10,joint_immediate,primary,evaluation,aci_bounded,1,3959,0.04122539184551635,0.069538414845239,0.5006314725940895,0.801970194493559,0.8999747410962364,0.31660990455642274,47
reserve10,joint_immediate,primary,evaluation,aci_bounded,2,3959,0.05349301963567386,0.0933348988945661,0.5008840616317252,0.7994443041172014,0.8999747410962364,0.4067494207323463,47
reserve10,joint_immediate,primary,evaluation,aci_bounded,3,3959,0.058921216206979155,0.10506947125734678,0.4968426370295529,0.7976761808537509,0.9012376862844153,0.43366552021515303,47
reserve10,joint_immediate,primary,evaluation,aci_bounded,4,3959,0.0616906752094982,0.11153118314132039,0.49431674665319525,0.801970194493559,0.9035109876231372,0.44378549099618547,47
reserve10,joint_immediate,primary,evaluation,carry_forward,1,3959,0.04391720443142777,0.0722208802706047,0.4134882546097499,0.6996716342510735,0.8418792624400101,0.32896770447436496,47
reserve10,joint_immediate,primary,evaluation,carry_forward,2,3959,0.05490647492828979,0.09504315533017299,0.39530184389997475,0.6814852235412983,0.8358171255367517,0.38884056300801784,47
reserve10,joint_immediate,primary,evaluation,carry_forward,3,3959,0.06046175103716472,0.10759832273750687,0.3819146249052791,0.6802222783531194,0.8168729477140693,0.40209421581217863,47
reserve10,joint_immediate,primary,evaluation,carry_forward,4,3959,0.0627764500947115,0.11230982163989851,0.37383177570093457,0.6779489770143976,0.8166203586764335,0.4060046204744948,47
reserve10,joint_immediate,primary,evaluation,geometric_persistence,1,3959,0.06192069488476467,0.09495782054874004,0.5188178833038646,0.8272290982571356,0.9148774943167467,0.46941210380148074,47
reserve10,joint_immediate,primary,evaluation,geometric_persistence,2,3959,0.08438036411943727,0.14229876278244366,0.5258903763576661,0.8262187421065925,0.9128567820156606,0.5873531302744531,47
reserve10,joint_immediate,primary,evaluation,geometric_persistence,3,3959,0.10220989851048987,0.18328170509438302,0.5210911846425865,0.8249557969184137,0.9128567820156606,0.6966895088315314,47
reserve10,joint_immediate,primary,evaluation,geometric_persistence,4,3959,0.11566741668705734,0.21705954139700395,0.5276584996211164,0.8239454407678707,0.9158878504672897,0.7643236493879274,47
reserve10,joint_immediate,primary,evaluation,mask50,1,3959,0.0412085097105695,0.069538414845239,0.5094720889113412,0.8077797423591816,0.9050265218489517,0.32078953420942635,47
reserve10,joint_immediate,primary,evaluation,mask50,2,3959,0.0534581401467771,0.0933348988945661,0.5135135135135135,0.8022227835311947,0.9060368779994948,0.40889296011664994,47
reserve10,joint_immediate,primary,evaluation,mask50,3,3959,0.05888564897564101,0.10506947125734678,0.509724677948977,0.8027279616064663,0.904773932811316,0.43478436424322386,47
reserve10,joint_immediate,primary,evaluation,mask50,4,3959,0.06166764586561765,0.11153118314132039,0.498863349330639,0.8017176054559232,0.9007325082091437,0.4421383274619895,47
reserve10,joint_immediate,primary,evaluation,mi_recency,1,3959,0.047025641379483694,0.07263833822072421,0.5125031573629705,0.8113159888860824,0.9012376862844153,0.3226412101237225,47
reserve10,joint_immediate,primary,evaluation,mi_recency,2,3959,0.06005286272591536,0.09623023828770186,0.5127557464006062,0.7966658247032079,0.9007325082091437,0.40467161766165505,47
reserve10,joint_immediate,primary,evaluation,mi_recency,3,3959,0.06604490365093167,0.10614500141401483,0.5122505683253347,0.8032331396817378,0.9019954533973226,0.44474718666423596,47
reserve10,joint_immediate,primary,evaluation,mi_recency,4,3959,0.06976331385590782,0.11267946280435413,0.5044203081586259,0.8027279616064663,0.9009850972467794,0.47240376942036355,47
reserve10,joint_immediate,primary,evaluation,multiple_imputation,1,3959,0.047385007469021835,0.07263833822072421,0.6226319777721647,0.8123263450366254,0.8673907552412226,0.27437968649970296,47
reserve10,joint_immediate,primary,evaluation,multiple_imputation,2,3959,0.061081401463023835,0.09623023828770186,0.5501389239706996,0.7635766607729224,0.8385956049507451,0.32022589890302283,47
reserve10,joint_immediate,primary,evaluation,multiple_imputation,3,3959,0.06770979427179911,0.10614500141401483,0.5316999242232887,0.7388229350846174,0.8204091942409699,0.33674666278828874,47
reserve10,joint_immediate,primary,evaluation,multiple_imputation,4,3959,0.07201075856418691,0.11267946280435413,0.5175549381156858,0.726193483202829,0.8100530436979035,0.3479124967705134,47
reserve10,joint_immediate,primary,evaluation,persistence,1,3959,0.07953475838410566,0.14035401978347256,0.5370042940136398,0.8269765092194998,0.918918918918919,0.5415279412173061,47
reserve10,joint_immediate,primary,evaluation,persistence,2,3959,0.11106340908361848,0.21803043336851535,0.5435716089921697,0.8201566052033342,0.9133619600909321,0.6953151739021021,47
reserve10,joint_immediate,primary,evaluation,persistence,3,3959,0.1320196037550322,0.2729155128305082,0.5258903763576661,0.8158625915635261,0.9143723162414751,0.8038748093249896,47
reserve10,joint_immediate,primary,evaluation,persistence,4,3959,0.14540571031457522,0.30322217090614056,0.5271533215458449,0.817125536751705,0.9171507956554685,0.868261272336877,47
reserve10,joint_immediate,primary,evaluation,physical,1,3959,0.04111266351851576,0.069538414845239,0.5044203081586259,0.8103056327355392,0.9105834806769386,0.32297200732925246,47
reserve10,joint_immediate,primary,evaluation,physical,2,3959,0.05330815179469712,0.0933348988945661,0.5125031573629705,0.81384187926244,0.9088153574134883,0.4123265275975017,47
reserve10,joint_immediate,primary,evaluation,physical,3,3959,0.058733462725264085,0.10506947125734678,0.5079565546855267,0.812831523111897,0.9093205354887598,0.4382676710105164,47
reserve10,joint_immediate,primary,evaluation,physical,4,3959,0.06150402779294454,0.11153118314132039,0.5059358423844406,0.8120737559989897,0.9078050012629452,0.44589893725212193,47
reserve10,joint_immediate,primary,evaluation,physical_availability,1,3959,0.04110896836652119,0.069538414845239,0.5039151300833544,0.8098004546602677,0.9098257135640313,0.32383913831148353,47
reserve10,joint_immediate,primary,evaluation,physical_availability,2,3959,0.05330450866188334,0.0933348988945661,0.5132609244758778,0.810558221773175,0.9093205354887598,0.4128191928789798,47
reserve10,joint_immediate,primary,evaluation,physical_availability,3,3959,0.05874315376583022,0.10506947125734678,0.5059358423844406,0.810558221773175,0.9108360697145744,0.4386478219977446,47
reserve10,joint_immediate,primary,evaluation,physical_availability,4,3959,0.061505186318403,0.11153118314132039,0.5026521848951756,0.8118211669613539,0.908057590300581,0.4461438736500118,47
reserve10,joint_immediate,primary,evaluation,physical_recovery,1,3959,0.04110354272997502,0.069538414845239,0.5074513766102551,0.8110633998484466,0.9110886587522101,0.32462980410945264,47
reserve10,joint_immediate,primary,evaluation,physical_recovery,2,3959,0.05330688348768868,0.0933348988945661,0.5147764587016923,0.8133367011871685,0.9143723162414751,0.4142141304970755,47
reserve10,joint_immediate,primary,evaluation,physical_recovery,3,3959,0.058752849152683126,0.10506947125734678,0.5077039656478909,0.8143470573377115,0.9120990149027532,0.43938321586468554,47
reserve10,joint_immediate,primary,evaluation,physical_recovery,4,3959,0.06152721173637338,0.11153118314132039,0.5041677191209901,0.8125789340742612,0.9072998231876737,0.4467340089135322,47
reserve10,joint_immediate,primary,evaluation,previous_day,1,3959,0.10127355540668043,0.15735884005216413,0.48370800707249306,0.776963879767618,0.8774943167466532,0.6559042493484368,47
reserve10,joint_immediate,primary,evaluation,previous_day,2,3959,0.10154946700133935,0.15860828746981712,0.4922960343521091,0.7840363728214196,0.8825460974993685,0.6730262416231776,47
reserve10,joint_immediate,primary,evaluation,previous_day,3,3959,0.10177011198167805,0.15948922590443412,0.49431674665319525,0.7921192220257641,0.8936600151553422,0.6921156117731673,47
reserve10,joint_immediate,primary,evaluation,previous_day,4,3959,0.1024416438200462,0.16052582657048736,0.4933063905026522,0.7959080575903006,0.8946703713058853,0.7025606517264009,47
reserve10,joint_immediate,primary,evaluation,raw,1,3959,0.04140637505562645,0.069538414845239,0.4200555695882799,0.7064915382672392,0.8577923718110634,0.30660775061604734,47
reserve10,joint_immediate,primary,evaluation,raw,2,3959,0.0539464070368971,0.0933348988945661,0.39580702197524625,0.6880525385198283,0.8277342763324071,0.386416175994158,47
reserve10,joint_immediate,primary,evaluation,raw,3,3959,0.05953274219595838,0.10506947125734678,0.37913614549128566,0.6766860318262188,0.8241980298055065,0.4046762373324558,47
reserve10,joint_immediate,primary,evaluation,raw,4,3959,0.062313461740219324,0.11153118314132039,0.3781257893407426,0.6701187168476888,0.8204091942409699,0.4090094629174897,47
reserve10,joint_immediate,primary,evaluation,recency,1,3959,0.041216609627118976,0.069538414845239,0.5046728971962616,0.8027279616064663,0.9027532205102299,0.31910194502190403,47
reserve10,joint_immediate,primary,evaluation,recency,2,3959,0.05347248361148469,0.0933348988945661,0.5109876231371558,0.8039909067946451,0.9025006314725941,0.40754587874419035,47
reserve10,joint_immediate,primary,evaluation,recency,3,3959,0.058896020279431284,0.10506947125734678,0.5054306643091689,0.801970194493559,0.9014902753220511,0.4334081848631776,47
reserve10,joint_immediate,primary,evaluation,recency,4,3959,0.06168411181680696,0.11153118314132039,0.5003788835564537,0.8017176054559232,0.8987117959080576,0.4411824981539085,47
reserve10,joint_immediate,primary,evaluation,rolling,1,3959,0.04122389292116407,0.069538414845239,0.5066936094973478,0.8012124273806517,0.905784288961859,0.3183187517036619,47
reserve10,joint_immediate,primary,evaluation,rolling,2,3959,0.05348639806776589,0.0933348988945661,0.5089669108360697,0.8022227835311947,0.9009850972467794,0.40726595225006174,47
reserve10,joint_immediate,primary,evaluation,rolling,3,3959,0.05890669687854568,0.10506947125734678,0.5082091437231624,0.8004546602677444,0.9022480424349584,0.4333570842346672,47
reserve10,joint_immediate,primary,evaluation,rolling,4,3959,0.06167543311750748,0.11153118314132039,0.501136650669361,0.8012124273806517,0.9007325082091437,0.4409254712617108,47
reserve10,joint_immediate,primary,evaluation,single_imputation,1,3959,0.048233877293125595,0.0723708558085906,0.6140439504925487,0.7971710027784794,0.8540035362465269,0.2590750463446599,47
reserve10,joint_immediate,primary,evaluation,single_imputation,2,3959,0.06171410151172307,0.09620144932269213,0.5468552664814347,0.7549886334933064,0.8292498105582218,0.31270870914867244,47
reserve10,joint_immediate,primary,evaluation,single_imputation,3,3959,0.06812156490031321,0.10619708106119817,0.5276584996211164,0.7365496337458954,0.8145996463753473,0.33244892769570233,47
reserve10,joint_immediate,primary,evaluation,single_imputation,4,3959,0.07240123852542169,0.11278373674186741,0.5157868148522354,0.7246779489770144,0.8044960848699166,0.3452396421749366,47
reserve10,joint_immediate,primary,warmup,aci_bounded,1,286,0.04698852950509034,0.07960618754905385,0.46503496503496505,0.7552447552447552,0.9020979020979021,0.36950766849812827,4
reserve10,joint_immediate,primary,warmup,aci_bounded,2,286,0.06428792016644184,0.1124689461766164,0.46153846153846156,0.7552447552447552,0.8916083916083916,0.49506329311139213,4
reserve10,joint_immediate,primary,warmup,aci_bounded,3,286,0.07445932296116411,0.1374402241064322,0.506993006993007,0.7762237762237763,0.8916083916083916,0.516931055512117,4
reserve10,joint_immediate,primary,warmup,aci_bounded,4,286,0.07858380010818848,0.14952923776573734,0.513986013986014,0.7447552447552448,0.8496503496503497,0.5179984333537078,4
reserve10,joint_immediate,primary,warmup,carry_forward,1,286,0.05419802533014122,0.09075256177022369,0.38461538461538464,0.6853146853146853,0.8531468531468531,0.4046745395256926,4
reserve10,joint_immediate,primary,warmup,carry_forward,2,286,0.06970272441332401,0.12318712899002379,0.3321678321678322,0.6398601398601399,0.8181818181818182,0.4832260084134639,4
reserve10,joint_immediate,primary,warmup,carry_forward,3,286,0.07737019761796772,0.14094149286876897,0.3531468531468531,0.6223776223776224,0.7797202797202797,0.49578327462740085,4
reserve10,joint_immediate,primary,warmup,carry_forward,4,286,0.08128217270311543,0.14915835116601295,0.33916083916083917,0.6118881118881119,0.7587412587412588,0.49688567824712754,4
reserve10,joint_immediate,primary,warmup,geometric_persistence,1,286,0.07589330697004469,0.11128068920371267,0.43006993006993005,0.7622377622377622,0.8356643356643356,0.3651227121613963,4
reserve10,joint_immediate,primary,warmup,geometric_persistence,2,286,0.09442737576881648,0.156437562841858,0.45104895104895104,0.7552447552447552,0.8496503496503497,0.5087715368624613,4
reserve10,joint_immediate,primary,warmup,geometric_persistence,3,286,0.10756906116649229,0.19608008595772258,0.4230769230769231,0.7657342657342657,0.8811188811188811,0.6281801972175312,4
reserve10,joint_immediate,primary,warmup,geometric_persistence,4,286,0.12000023514337405,0.231966429650408,0.43356643356643354,0.7727272727272727,0.8811188811188811,0.6741183520664731,4
reserve10,joint_immediate,primary,warmup,mask50,1,286,0.046996241509985236,0.07960618754905385,0.47202797202797203,0.7552447552447552,0.9055944055944056,0.37153096337954683,4
reserve10,joint_immediate,primary,warmup,mask50,2,286,0.06426906587939854,0.1124689461766164,0.458041958041958,0.7552447552447552,0.9020979020979021,0.49795977716765094,4
reserve10,joint_immediate,primary,warmup,mask50,3,286,0.07445402904775135,0.1374402241064322,0.493006993006993,0.7622377622377622,0.8916083916083916,0.5186095224426681,4
reserve10,joint_immediate,primary,warmup,mask50,4,286,0.07861447722942544,0.14952923776573734,0.4965034965034965,0.7377622377622378,0.8426573426573427,0.5198238950084483,4
reserve10,joint_immediate,primary,warmup,mi_recency,1,286,0.050182597134318274,0.08399749345633398,0.5559440559440559,0.8146853146853147,0.9055944055944056,0.33657707706428264,4
